Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O88783	FA5_MOUSE	reviewed	Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]	F5	Mus musculus (Mouse)	2183
Q9D309	FAM3B_MOUSE	reviewed	Protein FAM3B (Cytokine-like protein 2-21) (Pancreatic-derived factor) (PANDER)	Fam3b ORF9	Mus musculus (Mouse)	235
Q8BH61	F13A_MOUSE	reviewed	Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)	F13a1 F13a	Mus musculus (Mouse)	732
Q07968	F13B_MOUSE	reviewed	Coagulation factor XIII B chain (Protein-glutamine gamma-glutamyltransferase B chain) (Transglutaminase B chain)	F13b Cf13b	Mus musculus (Mouse)	669
Q91Y47	FA11_MOUSE	reviewed	Coagulation factor XI (FXI) (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) [Cleaved into: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain]	F11	Mus musculus (Mouse)	624
Q5MJS3	FA20C_MOUSE	reviewed	Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi-enriched fraction casein kinase) (GEF-CK)	Fam20c Dmp4 Kiaa4081	Mus musculus (Mouse)	579
Q8BPB5	FBLN3_MOUSE	reviewed	EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3) (FIBL-3)	Efemp1 Fbln3	Mus musculus (Mouse)	493
Q8R0W5	EST4A_MOUSE	reviewed	Carboxylesterase 4A (EC 3.1.1.-)	Ces4a Ces8	Mus musculus (Mouse)	563
Q80UG6	F150B_MOUSE	reviewed	Protein FAM150B	Fam150b	Mus musculus (Mouse)	151
P70375	FA7_MOUSE	reviewed	Coagulation factor VII (EC 3.4.21.21) (Serum prothrombin conversion accelerator) [Cleaved into: Factor VII light chain; Factor VII heavy chain]	F7 Cf7	Mus musculus (Mouse)	446
Q9WVJ9	FBLN4_MOUSE	reviewed	EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Mutant p53-binding protein 1)	Efemp2 Fbln4 Mbp1	Mus musculus (Mouse)	443
Q3LHH8	ESP1_MOUSE	reviewed	Exocrine gland-secreted peptide 1	Esp1 Gm6084	Mus musculus (Mouse)	102
Q8BWU3	F131A_MOUSE	reviewed	Protein FAM131A	Fam131a	Mus musculus (Mouse)	361
Q7TPG8	F19A1_MOUSE	reviewed	Protein FAM19A1 (Chemokine-like protein TAFA-1)	Fam19a1 Tafa1	Mus musculus (Mouse)	133
Q7TPG6	F19A3_MOUSE	reviewed	Protein FAM19A3 (Chemokine-like protein TAFA-3)	Fam19a3 Tafa3	Mus musculus (Mouse)	132
P16294	FA9_MOUSE	reviewed	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	F9 Cf9	Mus musculus (Mouse)	471
P15655	FGF2_MOUSE	reviewed	Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2)	Fgf2 Fgf-2	Mus musculus (Mouse)	154
P21658	FGF6_MOUSE	reviewed	Fibroblast growth factor 6 (FGF-6) (Heparin secretory-transforming protein 2) (HST-2) (HSTF-2) (Heparin-binding growth factor 6) (HBGF-6)	Fgf6 Fgf-6 Hstf2	Mus musculus (Mouse)	208
P54130	FGF9_MOUSE	reviewed	Fibroblast growth factor 9 (FGF-9) (Glia-activating factor) (GAF) (HBGF-9)	Fgf9 Fgf-9	Mus musculus (Mouse)	208
Q71KU9	FGL1_MOUSE	reviewed	Fibrinogen-like protein 1 (Mouse fibrinogen-related protein 1) (MFIRE-1)	Fgl1 Mfire1	Mus musculus (Mouse)	314
Q3TNH5	F172A_MOUSE	reviewed	Protein FAM172A	Fam172a	Mus musculus (Mouse)	417
Q8BR21	F180A_MOUSE	reviewed	Protein FAM180A	Fam180a	Mus musculus (Mouse)	173
Q3UY90	F198A_MOUSE	reviewed	Protein FAM198A	Fam198a	Mus musculus (Mouse)	562
Q91VU0	FAM3C_MOUSE	reviewed	Protein FAM3C (Interleukin-like EMT inducer)	Fam3c D6Wsu176e Ilei	Mus musculus (Mouse)	227
P37889	FBLN2_MOUSE	reviewed	Fibulin-2 (FIBL-2)	Fbln2	Mus musculus (Mouse)	1221
Q501P1	FBLN7_MOUSE	reviewed	Fibulin-7 (FIBL-7) (Protein TM14)	Fbln7 Tm14	Mus musculus (Mouse)	440
Q61554	FBN1_MOUSE	reviewed	Fibrillin-1 [Cleaved into: Asprosin]	Fbn1 Fbn-1	Mus musculus (Mouse)	2873
Q61555	FBN2_MOUSE	reviewed	Fibrillin-2 [Cleaved into: Fibrillin-2 C-terminal peptide]	Fbn2 Fbn-2	Mus musculus (Mouse)	2907
O70497	FCN2_MOUSE	reviewed	Ficolin-2 (Collagen/fibrinogen domain-containing protein 2) (Ficolin-B) (Ficolin-beta) (L-ficolin)	Fcn2 Fcnb	Mus musculus (Mouse)	314
P02772	FETA_MOUSE	reviewed	Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin)	Afp	Mus musculus (Mouse)	605
O35622	FGF15_MOUSE	reviewed	Fibroblast growth factor 15 (FGF-15)	Fgf15	Mus musculus (Mouse)	218
Q9ESS2	FGF22_MOUSE	reviewed	Fibroblast growth factor 22 (FGF-22)	Fgf22	Mus musculus (Mouse)	162
P61148	FGF1_MOUSE	reviewed	Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Heparin-binding growth factor 1) (HBGF-1)	Fgf1 Fgf-1 Fgfa	Mus musculus (Mouse)	155
Q9CQS3	FIBIN_MOUSE	reviewed	Fin bud initiation factor homolog	Fibin	Mus musculus (Mouse)	217
P97805	FAM3D_MOUSE	reviewed	Protein FAM3D (Oncoprotein-induced protein 1) (Protein EF-7)	Fam3d Oit1	Mus musculus (Mouse)	223
Q08879	FBLN1_MOUSE	reviewed	Fibulin-1 (FIBL-1) (Basement-membrane protein 90) (BM-90)	Fbln1	Mus musculus (Mouse)	705
Q9WVH9	FBLN5_MOUSE	reviewed	Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance)	Fbln5 Dance	Mus musculus (Mouse)	448
P29699	FETUA_MOUSE	reviewed	Alpha-2-HS-glycoprotein (Countertrypin) (Fetuin-A)	Ahsg Fetua	Mus musculus (Mouse)	345
Q9ESL9	FGF20_MOUSE	reviewed	Fibroblast growth factor 20 (FGF-20)	Fgf20	Mus musculus (Mouse)	211
Q9EPC2	FGF23_MOUSE	reviewed	Fibroblast growth factor 23 (FGF-23)	Fgf23	Mus musculus (Mouse)	251
P37237	FGF8_MOUSE	reviewed	Fibroblast growth factor 8 (FGF-8) (Androgen-induced growth factor) (AIGF) (Heparin-binding growth factor 8) (HBGF-8)	Fgf8 Aigf	Mus musculus (Mouse)	268
Q9D8T0	FAM3A_MOUSE	reviewed	Protein FAM3A	Fam3a	Mus musculus (Mouse)	230
P63075	FGF17_MOUSE	reviewed	Fibroblast growth factor 17 (FGF-17)	Fgf17	Mus musculus (Mouse)	216
Q9JJN1	FGF21_MOUSE	reviewed	Fibroblast growth factor 21 (FGF-21)	Fgf21	Mus musculus (Mouse)	210
E9PV24	FIBA_MOUSE	reviewed	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	Fga	Mus musculus (Mouse)	789
Q8VCM7	FIBG_MOUSE	reviewed	Fibrinogen gamma chain	Fgg	Mus musculus (Mouse)	436
Q8CG64	FKRP_MOUSE	reviewed	Fukutin-related protein (EC 2.-.-.-)	Fkrp	Mus musculus (Mouse)	494
O35565	FGF10_MOUSE	reviewed	Fibroblast growth factor 10 (FGF-10) (Keratinocyte growth factor 2)	Fgf10	Mus musculus (Mouse)	209
Q9ESL8	FGF16_MOUSE	reviewed	Fibroblast growth factor 16 (FGF-16)	Fgf16	Mus musculus (Mouse)	207
O89101	FGF18_MOUSE	reviewed	Fibroblast growth factor 18 (FGF-18) (zFGF5)	Fgf18	Mus musculus (Mouse)	207
Q1HCM0	FGFP3_MOUSE	reviewed	Fibroblast growth factor-binding protein 3 (FGF-BP3) (FGF-binding protein 3) (FGFBP-3)	Fgfbp3	Mus musculus (Mouse)	245
Q8BLU0	FLRT2_MOUSE	reviewed	Leucine-rich repeat transmembrane protein FLRT2 (Fibronectin leucine rich transmembrane protein 2)	Flrt2 Kiaa0405	Mus musculus (Mouse)	660
P08101	FCGR2_MOUSE	reviewed	Low affinity immunoglobulin gamma Fc region receptor II (Fc gamma receptor IIB) (Fc-gamma RII) (Fc-gamma-RIIB) (FcRII) (IgG Fc receptor II beta) (Lymphocyte antigen 17) (Ly-17) (CD antigen CD32)	Fcgr2 Fcgr2b Ly-17	Mus musculus (Mouse)	330
Q9QXC1	FETUB_MOUSE	reviewed	Fetuin-B (Fetuin-like protein IRL685)	Fetub	Mus musculus (Mouse)	388
P11403	FGF4_MOUSE	reviewed	Fibroblast growth factor 4 (FGF-4) (Heparin-binding growth factor 4) (HBGF-4) (K-fibroblast growth factor)	Fgf4 Fgf-4 Kfgf	Mus musculus (Mouse)	202
P36363	FGF7_MOUSE	reviewed	Fibroblast growth factor 7 (FGF-7) (Heparin-binding growth factor 7) (HBGF-7) (Keratinocyte growth factor) (KGF)	Fgf7 Fgf-7 Kgf	Mus musculus (Mouse)	194
O70514	FGFP1_MOUSE	reviewed	Fibroblast growth factor-binding protein 1 (FGF-BP) (FGF-BP1) (FGF-binding protein 1) (FGFBP-1)	Fgfbp1	Mus musculus (Mouse)	251
Q8K0E8	FIBB_MOUSE	reviewed	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	Fgb	Mus musculus (Mouse)	481
Q6RKD8	FLRT1_MOUSE	reviewed	Leucine-rich repeat transmembrane protein FLRT1 (Fibronectin leucine rich transmembrane protein 1)	Flrt1	Mus musculus (Mouse)	674
O70165	FCN1_MOUSE	reviewed	Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin)	Fcn1 Fcna	Mus musculus (Mouse)	334
Q8BGT1	FLRT3_MOUSE	reviewed	Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin leucine rich transmembrane protein 3)	Flrt3 Kiaa1469	Mus musculus (Mouse)	649
Q8K4Z2	FNDC5_MOUSE	reviewed	Fibronectin type III domain-containing protein 5 (Fibronectin type III repeat-containing protein 2) (Peroxisomal protein) (PeP) [Cleaved into: Irisin]	Fndc5 Frcp2 Pep	Mus musculus (Mouse)	209
P35846	FOLR1_MOUSE	reviewed	Folate receptor alpha (FR-alpha) (Folate receptor 1) (Folate-binding protein 1)	Folr1 Fbp1 Folbp1	Mus musculus (Mouse)	255
Q5H8B9	FREM3_MOUSE	reviewed	FRAS1-related extracellular matrix protein 3 (NV domain-containing protein 2)	Frem3 Gm795 Nv2	Mus musculus (Mouse)	2123
Q60687	FSHB_MOUSE	reviewed	Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain)	Fshb	Mus musculus (Mouse)	130
Q8BFR2	FSTL5_MOUSE	reviewed	Follistatin-related protein 5 (Follistatin-like protein 5) (m-D/Bsp120I 1-2)	Fstl5 Kiaa1263	Mus musculus (Mouse)	847
P11276	FINC_MOUSE	reviewed	Fibronectin (FN) [Cleaved into: Anastellin]	Fn1	Mus musculus (Mouse)	2477
P49772	FLT3L_MOUSE	reviewed	Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine)	Flt3lg Flt3l	Mus musculus (Mouse)	232
A2AED3	FNDC7_MOUSE	reviewed	Fibronectin type III domain-containing protein 7	Fndc7	Mus musculus (Mouse)	737
P15656	FGF5_MOUSE	reviewed	Fibroblast growth factor 5 (FGF-5) (Heparin-binding growth factor 5) (HBGF-5)	Fgf5 Fgf-5	Mus musculus (Mouse)	264
P12804	FGL2_MOUSE	reviewed	Fibroleukin (Cytotoxic T-lymphocyte-specific protein) (Fibrinogen-like protein 2) (Prothrombinase)	Fgl2 Fiblp	Mus musculus (Mouse)	432
Q8BQB4	FJX1_MOUSE	reviewed	Four-jointed box protein 1 (Four-jointed protein x1) (Four-jointed protein homolog)	Fjx1	Mus musculus (Mouse)	450
Q62356	FSTL1_MOUSE	reviewed	Follistatin-related protein 1 (Follistatin-like protein 1) (TGF-beta-inducible protein TSC-36)	Fstl1 Frp Fstl Tsc36	Mus musculus (Mouse)	306
Q9EQC7	FSTL3_MOUSE	reviewed	Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein)	Fstl3 Flrg	Mus musculus (Mouse)	256
P50608	FMOD_MOUSE	reviewed	Fibromodulin (FM) (Collagen-binding 59 kDa protein) (Keratan sulfate proteoglycan fibromodulin) (KSPG fibromodulin)	Fmod	Mus musculus (Mouse)	376
Q5STE3	FSTL4_MOUSE	reviewed	Follistatin-related protein 4 (Follistatin-like protein 4) (m-D/Bsp120I 1-1)	Fstl4 Kiaa1061	Mus musculus (Mouse)	841
P47931	FST_MOUSE	reviewed	Follistatin (FS) (Activin-binding protein)	Fst	Mus musculus (Mouse)	344
Q810H5	GALP_MOUSE	reviewed	Galanin-like peptide	Galp	Mus musculus (Mouse)	117
Q6PB93	GALT2_MOUSE	reviewed	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	Galnt2	Mus musculus (Mouse)	570
P06745	G6PI_MOUSE	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	Gpi Gpi1	Mus musculus (Mouse)	558
P01864	GCAB_MOUSE	reviewed	Ig gamma-2A chain C region secreted form (B allele)		Mus musculus (Mouse)	335
Q684R7	FREM1_MOUSE	reviewed	FRAS1-related extracellular matrix protein 1 (Protein QBRICK)	Frem1	Mus musculus (Mouse)	2191
O08912	GALT1_MOUSE	reviewed	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Galnt1	Mus musculus (Mouse)	559
Q07104	GDF3_MOUSE	reviewed	Growth/differentiation factor 3 (GDF-3) (VG-1-related protein 2)	Gdf3 Gdf-3 Vgr-2	Mus musculus (Mouse)	366
P48540	GDNF_MOUSE	reviewed	Glial cell line-derived neurotrophic factor (mGDNF) (Astrocyte-derived trophic factor) (ATF)	Gdnf	Mus musculus (Mouse)	211
Q99KR8	FUCO2_MOUSE	reviewed	Plasma alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase 2) (Alpha-L-fucosidase 2)	Fuca2	Mus musculus (Mouse)	461
P43029	GDF7_MOUSE	reviewed	Growth/differentiation factor 7 (GDF-7)	Gdf7 Gdf-7	Mus musculus (Mouse)	461
Q07105	GDF9_MOUSE	reviewed	Growth/differentiation factor 9 (GDF-9)	Gdf9 Gdf-9	Mus musculus (Mouse)	441
Q61592	GAS6_MOUSE	reviewed	Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand)	Gas6	Mus musculus (Mouse)	674
P48757	GAST_MOUSE	reviewed	Gastrin [Cleaved into: Gastrin-71 (G71); Big gastrin (Gastrin-34) (G34); Gastrin]	Gast Gas	Mus musculus (Mouse)	101
P20863	GDF1_MOUSE	reviewed	Embryonic growth/differentiation factor 1 (GDF-1)	Gdf1 Gdf-1	Mus musculus (Mouse)	357
Q3UPY5	GLBL2_MOUSE	reviewed	Beta-galactosidase-1-like protein 2 (EC 3.2.1.-)	Glb1l2	Mus musculus (Mouse)	636
Q01514	GBP1_MOUSE	reviewed	Guanylate-binding protein 1 (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (mGBP-1) (mGBP1) (Guanine nucleotide-binding protein 1) (Interferon-gamma-inducible protein MAG-1) (Interferon-induced guanylate-binding protein 1)	Gbp1 Gbp-1 Mag-1 Mpa1	Mus musculus (Mouse)	589
P43027	GDF5_MOUSE	reviewed	Growth/differentiation factor 5 (GDF-5) (Bone morphogenetic protein 14) (BMP-14)	Gdf5 Bmp14 Bp Gdf-5	Mus musculus (Mouse)	495
Q9CYH5	GFOD2_MOUSE	reviewed	Glucose-fructose oxidoreductase domain-containing protein 2 (EC 1.-.-.-)	Gfod2	Mus musculus (Mouse)	385
Q9CQS6	GKN2_MOUSE	reviewed	Gastrokine-2 (Blottin)	Gkn2 Blot	Mus musculus (Mouse)	184
P47212	GALA_MOUSE	reviewed	Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide (GMAP)]	Gal Galn	Mus musculus (Mouse)	124
Q9Z1W4	GDF11_MOUSE	reviewed	Growth/differentiation factor 11 (GDF-11) (Bone morphogenetic protein 11) (BMP-11)	Gdf11 Bmp11	Mus musculus (Mouse)	405
Q9WV56	GDF2_MOUSE	reviewed	Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9)	Gdf2 Bmp9	Mus musculus (Mouse)	428
O08689	GDF8_MOUSE	reviewed	Growth/differentiation factor 8 (GDF-8) (Myostatin)	Mstn Gdf8	Mus musculus (Mouse)	376
Q9JJT2	GFRA4_MOUSE	reviewed	GDNF family receptor alpha-4 (GDNF receptor alpha-4) (GDNFR-alpha-4) (GFR-alpha-4) (Persephin receptor)	Gfra4	Mus musculus (Mouse)	260
P97737	GDF10_MOUSE	reviewed	Growth/differentiation factor 10 (GDF-10) (Bone morphogenetic protein 3B) (BMP-3B)	Gdf10 Bmp3b	Mus musculus (Mouse)	476
Q9Z0J7	GDF15_MOUSE	reviewed	Growth/differentiation factor 15 (GDF-15)	Gdf15 Sbf	Mus musculus (Mouse)	303
P43028	GDF6_MOUSE	reviewed	Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16)	Gdf6 Bmp13 Gdf-6 Gdf16	Mus musculus (Mouse)	454
Q9EQX0	GHRL_MOUSE	reviewed	Appetite-regulating hormone (Growth hormone secretagogue) (Growth hormone-releasing peptide) (Motilin-related peptide) (Protein M46) [Cleaved into: Ghrelin; Obestatin]	Ghrl Mtlrp	Mus musculus (Mouse)	117
Q9ESY9	GILT_MOUSE	reviewed	Gamma-interferon-inducible lysosomal thiol reductase (EC 1.8.-.-) (Gamma-interferon-inducible protein IP-30) (Lysosomal thiol reductase IP30)	Ifi30 Gilt Ip30	Mus musculus (Mouse)	248
Q8BMF8	GLDN_MOUSE	reviewed	Gliomedin (Cancer-related gene liver 2 protein) (CRG-L2) [Cleaved into: Gliomedin shedded ectodomain]	Gldn Crgl2	Mus musculus (Mouse)	549
P55095	GLUC_MOUSE	reviewed	Glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide (GRPP); Oxyntomodulin (OXM) (OXY); Glucagon; Glucagon-like peptide 1 (GLP-1); Glucagon-like peptide 1(7-37) (GLP-1(7-37)); Glucagon-like peptide 1(7-36) (GLP-1(7-36)); Glucagon-like peptide 2 (GLP-2)]	Gcg	Mus musculus (Mouse)	180
Q07235	GDN_MOUSE	reviewed	Glia-derived nexin (GDN) (Peptidase inhibitor 7) (PI-7) (Protease nexin 1) (PN-1) (Protease nexin I) (Serine protease-inhibitor 4) (Serpin E2)	Serpine2 Pi7 Pn1 Spi4	Mus musculus (Mouse)	397
Q9Z0L8	GGH_MOUSE	reviewed	Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (FGPH) (Folylpolyglutamate hydrolase) (GH) (Gamma-Glu-x carboxypeptidase)	Ggh	Mus musculus (Mouse)	317
P16882	GHR_MOUSE	reviewed	Growth hormone receptor (GH receptor) (Somatotropin receptor) [Cleaved into: Growth hormone-binding protein (GH-binding protein) (GHBP) (Serum-binding protein)]	Ghr	Mus musculus (Mouse)	650
Q9CR36	GKN1_MOUSE	reviewed	Gastrokine-1 (18 kDa antrum mucosa protein) (AMP-18) (Protein CA11 homolog)	Gkn1 Amp18 Ca11	Mus musculus (Mouse)	201
A4FUP9	GL1D1_MOUSE	reviewed	Glycosyltransferase 1 domain-containing protein 1 (EC 2.4.-.-)	Glt1d1	Mus musculus (Mouse)	346
Q8VC60	GLB1L_MOUSE	reviewed	Beta-galactosidase-1-like protein (EC 3.2.1.-)	Glb1l	Mus musculus (Mouse)	646
Q3UHD2	GFOD1_MOUSE	reviewed	Glucose-fructose oxidoreductase domain-containing protein 1 (EC 1.-.-.-)	Gfod1	Mus musculus (Mouse)	390
P13020	GELS_MOUSE	reviewed	Gelsolin (Actin-depolymerizing factor) (ADF) (Brevin)	Gsn Gsb	Mus musculus (Mouse)	780
P48756	GIP_MOUSE	reviewed	Gastric inhibitory polypeptide (GIP) (Glucose-dependent insulinotropic polypeptide)	Gip	Mus musculus (Mouse)	144
P01216	GLHA_MOUSE	reviewed	Glycoprotein hormones alpha chain (Anterior pituitary glycoprotein hormones common subunit alpha) (Follicle-stimulating hormone alpha chain) (FSH-alpha) (Follitropin alpha chain) (Luteinizing hormone alpha chain) (LSH-alpha) (Lutropin alpha chain) (Thyroid-stimulating hormone alpha chain) (TSH-alpha) (Thyrotropin alpha chain)	Cga	Mus musculus (Mouse)	120
Q9Z0F1	GNAS3_MOUSE	reviewed	Neuroendocrine secretory protein 55 (NESP55) [Cleaved into: LHAL tetrapeptide; GPIPIRRH peptide]	Gnas Gnas1	Mus musculus (Mouse)	257
Q9D733	GP2_MOUSE	reviewed	Pancreatic secretory granule membrane major glycoprotein GP2 (Pancreatic zymogen granule membrane protein GP-2)	Gp2	Mus musculus (Mouse)	531
Q9QZF2	GPC1_MOUSE	reviewed	Glypican-1 [Cleaved into: Secreted glypican-1]	Gpc1	Mus musculus (Mouse)	557
Q8CAL5	GPC5_MOUSE	reviewed	Glypican-5 [Cleaved into: Secreted glypican-5]	Gpc5	Mus musculus (Mouse)	572
Q9D0T7	GKN3_MOUSE	reviewed	Gastrokine-3	Gkn3	Mus musculus (Mouse)	191
P13562	GON1_MOUSE	reviewed	Progonadoliberin-1 (Progonadoliberin I) [Cleaved into: Gonadoliberin-1 (Gonadoliberin I) (Gonadotropin-releasing hormone I) (GnRH-I) (Luliberin I) (Luteinizing hormone-releasing hormone I) (LH-RH I); Prolactin release-inhibiting factor 1 (Prolactin release-inhibiting factor I)]	Gnrh1 Gnrh	Mus musculus (Mouse)	90
Q8CFZ4	GPC3_MOUSE	reviewed	Glypican-3 [Cleaved into: Secreted glypican-3]	Gpc3	Mus musculus (Mouse)	579
Q9R087	GPC6_MOUSE	reviewed	Glypican-6 [Cleaved into: Secreted glypican-6]	Gpc6	Mus musculus (Mouse)	555
P46412	GPX3_MOUSE	reviewed	Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)	Gpx3	Mus musculus (Mouse)	226
P12850	GROA_MOUSE	reviewed	Growth-regulated alpha protein (C-X-C motif chemokine 1) (Platelet-derived growth factor-inducible protein KC) (Secretory protein N51) [Cleaved into: KC(5-72) (Hematopoietic synergistic factor) (HSF) (KC-T)]	Cxcl1 Gro Gro1 Mgsa Scyb1	Mus musculus (Mouse)	96
P28798	GRN_MOUSE	reviewed	Granulins (PC cell-derived growth factor) (PCDGF) (Proepithelin) (PEPI) [Cleaved into: Acrogranin (Progranulin); Granulin-1; Granulin-2; Granulin-3; Granulin-4; Granulin-5; Granulin-6; Granulin-7]	Grn	Mus musculus (Mouse)	589
Q6S5C2	GNPTG_MOUSE	reviewed	N-acetylglucosamine-1-phosphotransferase subunit gamma (GlcNAc-1-phosphotransferase subunit gamma) (M6PR domain-containing protein 1) (UDP-N-acetylglucosamine-1-phosphotransferase subunit gamma)	Gnptg Mdcp1	Mus musculus (Mouse)	307
Q8VHN7	GPR98_MOUSE	reviewed	G-protein coupled receptor 98 (Monogenic audiogenic seizure susceptibility protein 1) (Neurepin) (Very large G-protein coupled receptor 1)	Gpr98 Kiaa0686 Mass1 Vlgr1	Mus musculus (Mouse)	6298
P11032	GRAA_MOUSE	reviewed	Granzyme A (EC 3.4.21.78) (Autocrine thymic lymphoma granzyme-like serine protease) (CTLA-3) (Fragmentin-1) (T cell-specific serine protease 1) (TSP-1)	Gzma Ctla-3 Ctla3 Mtsp-1	Mus musculus (Mouse)	260
O70326	GREM1_MOUSE	reviewed	Gremlin-1 (Cysteine knot superfamily 1, BMP antagonist 1) (Down-regulated in Mos-transformed cells protein)	Grem1 Cktsf1b1 Drm	Mus musculus (Mouse)	184
Q8R1I2	GRP_MOUSE	reviewed	Gastrin-releasing peptide (GRP) [Cleaved into: Neuromedin-C (GRP-10)]	Grp	Mus musculus (Mouse)	146
Q8BKV1	GPC2_MOUSE	reviewed	Glypican-2 [Cleaved into: Secreted glypican-2]	Gpc2	Mus musculus (Mouse)	579
P51655	GPC4_MOUSE	reviewed	Glypican-4 (K-glypican) [Cleaved into: Secreted glypican-4]	Gpc4	Mus musculus (Mouse)	557
Q925Q5	GPHA2_MOUSE	reviewed	Glycoprotein hormone alpha-2 (Putative secreted protein Zsig51) (Thyrostimulin subunit alpha)	Gpha2 Gpa2 Zsig51	Mus musculus (Mouse)	128
Q91WR8	GPX6_MOUSE	reviewed	Glutathione peroxidase 6 (GPx-6) (GSHPx-6) (EC 1.11.1.9)	Gpx6	Mus musculus (Mouse)	221
Q99LJ6	GPX7_MOUSE	reviewed	Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9)	Gpx7	Mus musculus (Mouse)	186
P33680	GUC2A_MOUSE	reviewed	Guanylin (Guanylate cyclase activator 2A)	Guca2a Guca2	Mus musculus (Mouse)	116
Q812B2	GPHB5_MOUSE	reviewed	Glycoprotein hormone beta-5 (Thyrostimulin subunit beta)	Gphb5 Gpb5 Zlut1	Mus musculus (Mouse)	130
P21765	GPX5_MOUSE	reviewed	Epididymal secretory glutathione peroxidase (EC 1.11.1.9) (Epididymis-specific glutathione peroxidase-like protein) (EGLP) (Glutathione peroxidase 5) (GPx-5) (GSHPx-5) (Major androgen-regulated protein) (arMEP24)	Gpx5	Mus musculus (Mouse)	221
O88273	GREM2_MOUSE	reviewed	Gremlin-2 (Cysteine knot superfamily 1, BMP antagonist 2) (Protein related to DAN and cerberus) (PRDC)	Grem2 Cktsf1b2 Prdc	Mus musculus (Mouse)	168
O09051	GUC2B_MOUSE	reviewed	Guanylate cyclase activator 2B [Cleaved into: Uroguanylin (UGN)]	Guca2b	Mus musculus (Mouse)	106
Q8K0D2	HABP2_MOUSE	reviewed	Hyaluronan-binding protein 2 (EC 3.4.21.-) (Plasma hyaluronan-binding protein) [Cleaved into: Hyaluronan-binding protein 2 50 kDa heavy chain; Hyaluronan-binding protein 2 50 kDa heavy chain alternate form; Hyaluronan-binding protein 2 27 kDa light chain; Hyaluronan-binding protein 2 27 kDa light chain alternate form]	Habp2 Phbp	Mus musculus (Mouse)	558
